raceId,driverId,constructorId,circuitId,lap,milliseconds,grid
1,3,8,7,54,93943,6
1,3,8,7,55,93962,6
1,3,8,7,56,94307,6
1,3,8,7,57,93928,6
1,3,8,7,58,94746,6
1,3,8,7,59,93887,6
1,3,8,7,60,92339,6
1,4,8,7,1,89119,5
1,4,8,7,2,89271,5
1,4,8,7,3,89531,5
1,4,8,7,4,89101,5
1,4,8,7,5,89632,5
1,4,8,7,6,88398,5
1,4,8,7,7,89597,5
1,4,8,7,8,89503,5
1,4,8,7,9,89418,5
1,4,8,7,10,89339,5
1,4,8,7,11,89322,5
1,4,8,7,12,89269,5
1,4,8,7,13,88562,5
1,4,8,7,14,89645,5
1,4,8,7,15,90382,5
1,4,8,7,16,89712,5
1,4,8,7,17,90251,5
1,4,8,7,18,89437,5
1,4,8,7,19,89374,5
1,4,8,7,20,89704,5
1,4,8,7,21,89616,5
1,4,8,7,22,89587,5
1,4,8,7,23,90459,5
1,4,8,7,24,91179,5
1,4,8,7,25,89998,5
1,4,8,7,26,89532,5
1,4,8,7,27,90765,5
1,4,8,7,28,89762,5
1,4,8,7,29,89939,5
1,4,8,7,30,87813,5
1,4,8,7,31,87531,5
1,4,8,7,32,87319,5
1,4,8,7,33,87750,5
1,4,8,7,34,87560,5
1,4,8,7,35,88767,5
1,4,8,7,36,87526,5
1,4,8,7,37,87457,5
1,4,8,7,38,87738,5
1,4,8,7,39,87810,5
1,4,8,7,40,88368,5
1,4,8,7,41,87115,5
1,4,8,7,42,88383,5
1,4,8,7,43,87946,5
1,4,8,7,44,88660,5
1,4,8,7,45,88296,5
1,4,8,7,46,88631,5
1,4,8,7,47,88223,5
1,4,8,7,48,88691,5
1,4,8,7,49,89359,5
1,4,8,7,50,88199,5
1,4,8,7,51,88568,5
1,4,8,7,52,88427,5
1,4,8,7,53,89524,5
1,4,8,7,54,88554,5
1,4,8,7,55,88454,5
1,4,8,7,56,88582,5
1,4,8,7,57,88855,5
1,4,8,7,58,88575,5
1,4,8,7,59,88839,5
1,4,8,7,60,86133,5
1,5,8,7,1,83507,1
1,5,8,7,2,84450,1
1,5,8,7,3,83116,1
1,5,8,7,4,84395,1
1,5,8,7,5,83027,1
1,5,8,7,6,83715,1
1,5,8,7,7,83502,1
1,5,8,7,8,83331,1
1,5,8,7,9,84065,1
1,5,8,7,10,84065,1
1,5,8,7,11,83619,1
1,5,8,7,12,82932,1
1,5,8,7,13,83738,1
1,5,8,7,14,84038,1
1,5,8,7,15,84021,1
1,5,8,7,16,84409,1
1,5,8,7,17,84990,1
1,5,8,7,18,84345,1
1,5,8,7,19,84460,1
1,5,8,7,20,84315,1
1,5,8,7,21,84826,1
1,5,8,7,22,84580,1
1,5,8,7,23,84724,1
1,5,8,7,24,85252,1
1,5,8,7,25,84578,1
1,5,8,7,26,84397,1
1,5,8,7,27,84769,1
1,5,8,7,28,85128,1
1,5,8,7,29,84885,1
1,5,8,7,30,82456,1
1,5,8,7,31,81715,1
1,5,8,7,32,81670,1
1,5,8,7,33,81862,1
1,5,8,7,34,81579,1
1,5,8,7,35,82251,1
1,5,8,7,36,82051,1
1,5,8,7,37,82852,1
1,5,8,7,38,81750,1
1,5,8,7,39,83090,1
1,5,8,7,40,81982,1
1,5,8,7,41,81911,1
1,5,8,7,42,82144,1
1,5,8,7,43,83452,1
1,5,8,7,44,82592,1
1,5,8,7,45,82897,1
1,5,8,7,46,82618,1
1,5,8,7,47,82706,1
1,5,8,7,48,82562,1
1,5,8,7,49,82861,1
1,5,8,7,50,83108,1
1,5,8,7,51,83692,1
1,5,8,7,52,82122,1
1,5,8,7,53,83752,1
1,5,8,7,54,83305,1
1,5,8,7,55,82943,1
1,5,8,7,56,82907,1
1,5,8,7,57,83676,1
1,5,8,7,58,83351,1
1,5,8,7,59,82595,1
1,5,8,7,60,80775,1
1,6,8,7,1,89848,13
1,6,8,7,2,91570,13
1,6,8,7,3,89371,13
1,6,8,7,4,89746,13
1,6,8,7,5,90371,13
1,6,8,7,6,90176,13
1,6,8,7,7,90188,13
1,6,8,7,8,91276,13
1,6,8,7,9,89975,13
1,6,8,7,10,90415,13
1,6,8,7,11,90563,13
1,6,8,7,12,90139,13
1,6,8,7,13,89888,13
1,6,8,7,14,90735,13
1,6,8,7,15,91505,13
1,6,8,7,16,90892,13
1,6,8,7,17,90791,13
1,6,8,7,18,90835,13
1,6,8,7,19,90722,13
1,6,8,7,20,91444,13
1,6,8,7,21,90700,13
1,6,8,7,22,90348,13
1,6,8,7,23,90290,13
1,6,8,7,24,91114,13
1,6,8,7,25,91620,13
1,6,8,7,26,91282,13
1,6,8,7,27,91069,13
1,6,8,7,28,91479,13
1,6,8,7,29,91398,13
1,6,8,7,30,88936,13
1,6,8,7,31,89217,13
1,6,8,7,32,88196,13
1,6,8,7,33,87595,13
1,6,8,7,34,88572,13
1,6,8,7,35,88306,13
1,6,8,7,36,89220,13
1,6,8,7,37,88538,13
1,6,8,7,38,88046,13
1,6,8,7,39,88702,13
1,6,8,7,40,88319,13
1,6,8,7,41,89809,13
1,6,8,7,42,89332,13
1,6,8,7,43,89461,13
1,6,8,7,44,89456,13
1,6,8,7,45,89645,13
1,6,8,7,46,89829,13
1,6,8,7,47,89093,13
1,6,8,7,48,88727,13
1,6,8,7,49,89042,13
1,6,8,7,50,89464,13
1,6,8,7,51,88332,13
1,6,8,7,52,90114,13
1,6,8,7,53,88738,13
1,6,8,7,54,89953,13
1,6,8,7,55,89641,13
1,6,8,7,56,89900,13
1,6,8,7,57,89592,13
1,6,8,7,58,89962,13
1,6,8,7,59,89686,13
1,6,8,7,60,86885,13
1,7,8,7,1,94948,15
1,7,8,7,2,95562,15
1,7,8,7,3,94358,15
1,7,8,7,4,95566,15
1,7,8,7,5,95131,15
1,7,8,7,6,94564,15
1,7,8,7,7,95850,15
1,7,8,7,8,94432,15
1,7,8,7,9,94430,15
1,7,8,7,10,95658,15
1,7,8,7,11,95818,15
1,7,8,7,12,96076,15
1,7,8,7,13,96010,15
1,7,8,7,14,96441,15
1,7,8,7,15,96092,15
1,7,8,7,16,95713,15
1,7,8,7,17,95795,15
1,7,8,7,18,95739,15
1,7,8,7,19,96089,15
1,7,8,7,20,95421,15
1,7,8,7,21,96216,15
1,7,8,7,22,96047,15
1,7,8,7,23,96286,15
1,7,8,7,24,96339,15
1,7,8,7,25,94979,15
1,7,8,7,26,95832,15
1,7,8,7,27,96294,15
1,7,8,7,28,96373,15
1,7,8,7,29,96588,15
1,7,8,7,30,93559,15
1,7,8,7,31,94238,15
1,7,8,7,32,93668,15
1,7,8,7,33,93396,15
1,7,8,7,34,92783,15
1,7,8,7,35,92954,15
1,7,8,7,36,93990,15
1,7,8,7,37,94313,15
1,7,8,7,38,94613,15
1,7,8,7,39,93440,15
1,7,8,7,40,93763,15
1,7,8,7,41,94097,15
1,7,8,7,42,95082,15
1,7,8,7,43,94134,15
1,7,8,7,44,94929,15
1,7,8,7,45,94266,15
1,7,8,7,46,94826,15
1,7,8,7,47,94813,15
1,7,8,7,48,94419,15
1,7,8,7,49,93858,15
1,7,8,7,50,94298,15
1,7,8,7,51,95259,15
1,7,8,7,52,94994,15
1,7,8,7,53,94368,15
1,7,8,7,54,94467,15
1,7,8,7,55,93800,15
1,7,8,7,56,95494,15
1,7,8,7,57,95257,15
1,7,8,7,58,94780,15
1,7,8,7,59,95006,15
1,7,8,7,60,90729,15
1,8,8,7,1,96590,15
1,8,8,7,2,97073,15
1,8,8,7,3,96554,15
1,8,8,7,4,95873,15
1,8,8,7,5,96807,15
1,8,8,7,6,97077,15
1,8,8,7,7,97512,15
1,8,8,7,8,96204,15
1,8,8,7,9,96957,15
1,8,8,7,10,97035,15
1,8,8,7,11,96544,15
1,8,8,7,12,97440,15
1,8,8,7,13,97631,15
1,8,8,7,14,97133,15
1,8,8,7,15,98431,15
1,8,8,7,16,97224,15
1,8,8,7,17,97210,15
1,8,8,7,18,97247,15
1,8,8,7,19,97120,15
1,8,8,7,20,97309,15
1,8,8,7,21,96898,15
1,8,8,7,22,97610,15
1,8,8,7,23,97796,15
1,8,8,7,24,96607,15
1,8,8,7,25,97817,15
1,8,8,7,26,97947,15
1,8,8,7,27,98251,15
1,8,8,7,28,98670,15
1,8,8,7,29,98536,15
1,8,8,7,30,94623,15
1,8,8,7,31,94614,15
1,8,8,7,32,95366,15
1,8,8,7,33,94821,15
1,8,8,7,34,94513,15
1,8,8,7,35,96478,15
1,8,8,7,36,95106,15
1,8,8,7,37,94991,15
1,8,8,7,38,94213,15
1,8,8,7,39,95882,15
1,8,8,7,40,94959,15
1,8,8,7,41,95551,15
1,8,8,7,42,96103,15
1,8,8,7,43,95126,15
1,8,8,7,44,95737,15
1,8,8,7,45,96557,15
1,8,8,7,46,94497,15
1,8,8,7,47,95424,15
1,8,8,7,48,95427,15
1,8,8,7,49,95861,15
1,8,8,7,50,95988,15
1,8,8,7,51,95503,15
1,8,8,7,52,95773,15
1,8,8,7,53,95763,15
1,8,8,7,54,96040,15
1,8,8,7,55,96395,15
1,8,8,7,56,96815,15
1,8,8,7,57,96945,15
1,8,8,7,58,96785,15
1,8,8,7,59,96027,15
1,8,8,7,60,93358,15
1,9,8,7,1,97029,15
1,9,8,7,2,98648,15
1,9,8,7,3,98518,15
1,9,8,7,4,98058,15
1,9,8,7,5,97535,15
1,9,8,7,6,98612,15
1,9,8,7,7,97298,15
1,9,8,7,8,98399,15
1,9,8,7,9,98146,15
1,9,8,7,10,97870,15
1,9,8,7,11,99170,15
1,9,8,7,12,98593,15
1,9,8,7,13,98754,15
1,9,8,7,14,99179,15
1,9,8,7,15,98763,15
1,9,8,7,16,99048,15
1,9,8,7,17,99285,15
1,9,8,7,18,99209,15
1,9,8,7,19,99117,15
1,9,8,7,20,99932,15
1,9,8,7,21,99707,15
1,9,8,7,22,99080,15
1,9,8,7,23,98711,15
1,9,8,7,24,99552,15
1,9,8,7,25,99387,15
1,9,8,7,26,100200,15
1,9,8,7,27,99883,15
1,9,8,7,28,99820,15
1,9,8,7,29,99488,15
1,9,8,7,30,96025,15
1,9,8,7,31,96421,15
1,9,8,7,32,96817,15
1,9,8,7,33,95742,15
1,9,8,7,34,97309,15
1,9,8,7,35,97781,15
1,9,8,7,36,95785,15
1,9,8,7,37,96114,15
1,9,8,7,38,96997,15
1,9,8,7,39,96633,15
1,9,8,7,40,97115,15
1,9,8,7,41,96996,15
1,9,8,7,42,96561,15
1,9,8,7,43,97792,15
1,9,8,7,44,97423,15
1,9,8,7,45,96951,15
1,9,8,7,46,98055,15
1,9,8,7,47,97079,15
1,9,8,7,48,96756,15
1,9,8,7,49,97534,15
1,9,8,7,50,97672,15
1,9,8,7,51,97814,15
1,9,8,7,52,97949,15
1,9,8,7,53,97908,15
1,9,8,7,54,97938,15
1,9,8,7,55,97454,15
1,9,8,7,56,97451,15
1,9,8,7,57,98228,15
1,9,8,7,58,98024,15
1,9,8,7,59,98369,15
1,9,8,7,60,94070,15
1,10,8,7,1,94019,18
1,10,8,7,2,94809,18
1,10,8,7,3,95038,18
1,10,8,7,4,95896,18
1,10,8,7,5,95286,18
1,10,8,7,6,95068,18
1,10,8,7,7,95629,18
1,10,8,7,8,94194,18
1,10,8,7,9,95437,18
1,10,8,7,10,95746,18
1,10,8,7,11,94698,18
1,10,8,7,12,96026,18
1,10,8,7,13,95682,18
1,10,8,7,14,95363,18
1,10,8,7,15,95923,18
1,10,8,7,16,96771,18
1,10,8,7,17,95801,18
1,10,8,7,18,95882,18
1,10,8,7,19,95585,18
1,10,8,7,20,95444,18
1,10,8,7,21,96312,18
1,10,8,7,22,95538,18
1,10,8,7,23,96039,18
1,10,8,7,24,95820,18
1,10,8,7,25,96336,18
1,10,8,7,26,96314,18
1,10,8,7,27,96706,18
1,10,8,7,28,96000,18
1,10,8,7,29,96166,18
1,10,8,7,30,92942,18
1,10,8,7,31,93251,18
1,10,8,7,32,93701,18
1,10,8,7,33,93935,18
1,10,8,7,34,93164,18
1,10,8,7,35,94087,18
1,10,8,7,36,94373,18
1,10,8,7,37,93962,18
1,10,8,7,38,94725,18
1,10,8,7,39,93481,18
1,10,8,7,40,93300,18
1,10,8,7,41,93088,18
1,10,8,7,42,94734,18
1,10,8,7,43,94372,18
1,10,8,7,44,94075,18
1,10,8,7,45,94287,18
1,10,8,7,46,93651,18
1,10,8,7,47,95441,18
1,10,8,7,48,94360,18
1,10,8,7,49,94399,18
1,10,8,7,50,94749,18
1,10,8,7,51,94678,18
1,10,8,7,52,94601,18
1,10,8,7,53,94155,18
1,10,8,7,54,94820,18
1,10,8,7,55,95557,18
1,10,8,7,56,95344,18
1,10,8,7,57,95513,18
1,10,8,7,58,94536,18
1,10,8,7,59,94351,18
1,10,8,7,60,91894,18
1,11,8,7,1,91646,14
1,11,8,7,2,91869,14
1,11,8,7,3,91474,14
1,11,8,7,4,93100,14
1,11,8,7,5,91992,14
1,11,8,7,6,92809,14
1,11,8,7,7,92764,14
1,11,8,7,8,93259,14
1,11,8,7,9,92509,14
1,11,8,7,10,92175,14
1,11,8,7,11,91908,14
1,11,8,7,12,91316,14
1,11,8,7,13,92914,14
1,11,8,7,14,93289,14
1,11,8,7,15,93182,14
1,11,8,7,16,92184,14
1,11,8,7,17,93584,14
1,11,8,7,18,92725,14
1,11,8,7,19,92668,14
1,11,8,7,20,92819,14
1,11,8,7,21,93290,14
1,11,8,7,22,92523,14
1,11,8,7,23,93335,14
1,11,8,7,24,93632,14
1,11,8,7,25,94040,14
1,11,8,7,26,93604,14
1,11,8,7,27,92861,14
1,11,8,7,28,93695,14
1,11,8,7,29,93113,14
1,11,8,7,30,89986,14
1,11,8,7,31,89910,14
1,11,8,7,32,89675,14
1,11,8,7,33,90433,14
1,11,8,7,34,91375,14
1,11,8,7,35,92019,14
1,11,8,7,36,90587,14
1,11,8,7,37,91510,14
1,11,8,7,38,90786,14
1,11,8,7,39,90179,14
1,11,8,7,40,91465,14
1,11,8,7,41,91273,14
1,11,8,7,42,92157,14
1,11,8,7,43,90450,14
1,11,8,7,44,92775,14
1,11,8,7,45,92195,14
1,11,8,7,46,91403,14
1,11,8,7,47,91308,14
1,11,8,7,48,91142,14
1,11,8,7,49,91627,14
1,11,8,7,50,91526,14
1,11,8,7,51,91944,14
1,11,8,7,52,91573,14
1,11,8,7,53,92522,14
1,11,8,7,54,91898,14
1,11,8,7,55,91750,14
1,11,8,7,56,92475,14
1,11,8,7,57,91138,14
1,11,8,7,58,92221,14
1,11,8,7,59,92108,14
1,11,8,7,60,88258,14
1,12,8,7,1,88228,8
1,12,8,7,2,89272,8
1,12,8,7,3,88835,8
1,12,8,7,4,88817,8
1,12,8,7,5,89425,8
1,12,8,7,6,89340,8
1,12,8,7,7,88978,8
1,12,8,7,8,89809,8
1,12,8,7,9,88711,8
1,12,8,7,10,89633,8
1,12,8,7,11,89672,8
1,12,8,7,12,89261,8
1,12,8,7,13,89638,8
1,12,8,7,14,88880,8
1,12,8,7,15,90047,8
1,12,8,7,16,89530,8
1,12,8,7,17,89408,8
1,12,8,7,18,90265,8
1,12,8,7,19,89417,8
1,12,8,7,20,89107,8
1,12,8,7,21,89083,8
1,12,8,7,22,90243,8
1,12,8,7,23,89327,8
1,12,8,7,24,90935,8
1,12,8,7,25,89018,8
1,12,8,7,26,91008,8
1,12,8,7,27,90297,8
1,12,8,7,28,90191,8
1,12,8,7,29,90012,8
1,12,8,7,30,87470,8
1,12,8,7,31,87297,8
1,12,8,7,32,87934,8
1,12,8,7,33,87478,8
1,12,8,7,34,87547,8
1,12,8,7,35,87335,8
1,12,8,7,36,87544,8
1,12,8,7,37,87782,8
1,12,8,7,38,86798,8
1,12,8,7,39,87035,8
1,12,8,7,40,88159,8
1,12,8,7,41,87917,8
1,12,8,7,42,87786,8
1,12,8,7,43,87941,8
1,12,8,7,44,88161,8
1,12,8,7,45,87758,8
1,12,8,7,46,87687,8
1,12,8,7,47,88238,8
1,12,8,7,48,87686,8
1,12,8,7,49,88449,8
1,12,8,7,50,87418,8
1,12,8,7,51,88870,8
1,12,8,7,52,88636,8
1,12,8,7,53,88576,8
1,12,8,7,54,89000,8
1,12,8,7,55,89402,8
1,12,8,7,56,89119,8
1,12,8,7,57,87706,8
1,12,8,7,58,88045,8
1,12,8,7,59,88432,8
1,12,8,7,60,85740,8
1,13,8,7,1,83194,11
1,13,8,7,2,82793,11
1,13,8,7,3,83252,11
1,13,8,7,4,83654,11
1,13,8,7,5,82933,11
1,13,8,7,6,83302,11
1,13,8,7,7,82260,11
1,13,8,7,8,83076,11
1,13,8,7,9,82601,11
1,13,8,7,10,83298,11
1,13,8,7,11,83388,11
1,13,8,7,12,83433,11
1,13,8,7,13,83144,11
1,13,8,7,14,84501,11
1,13,8,7,15,82867,11
1,13,8,7,16,82885,11
1,13,8,7,17,84339,11
1,13,8,7,18,83274,11
1,13,8,7,19,83208,11
1,13,8,7,20,84786,11
1,13,8,7,21,84212,11
1,13,8,7,22,83515,11
1,13,8,7,23,83945,11
1,13,8,7,24,84807,11
1,13,8,7,25,84262,11
1,13,8,7,26,84590,11
1,13,8,7,27,84410,11
1,13,8,7,28,84516,11
1,13,8,7,29,84144,11
1,13,8,7,30,81349,11
1,13,8,7,31,81516,11
1,13,8,7,32,81784,11
1,13,8,7,33,81351,11
1,13,8,7,34,81589,11
1,13,8,7,35,81433,11
1,13,8,7,36,81681,11
1,13,8,7,37,81083,11
1,13,8,7,38,82949,11
1,13,8,7,39,81422,11
1,13,8,7,40,81644,11
1,13,8,7,41,81476,11
1,13,8,7,42,82199,11
1,13,8,7,43,81864,11
1,13,8,7,44,81549,11
1,13,8,7,45,82360,11
1,13,8,7,46,82471,11
1,13,8,7,47,82113,11
1,13,8,7,48,81879,11
1,13,8,7,49,83272,11
1,13,8,7,50,82447,11
1,13,8,7,51,81733,11
1,13,8,7,52,83047,11
1,13,8,7,53,82024,11
1,13,8,7,54,83768,11
1,13,8,7,55,82559,11
1,13,8,7,56,83047,11
1,13,8,7,57,81636,11
1,13,8,7,58,82058,11
1,13,8,7,59,83339,11
1,13,8,7,60,80079,11
1,14,8,7,1,94703,4
1,14,8,7,2,95056,4
1,14,8,7,3,94711,4
1,14,8,7,4,95239,4
1,14,8,7,5,94516,4
1,14,8,7,6,95505,4
1,14,8,7,7,95988,4
1,14,8,7,8,94738,4
1,14,8,7,9,94746,4
1,14,8,7,10,95721,4
1,14,8,7,11,95832,4
1,14,8,7,12,94855,4
1,14,8,7,13,94954,4
1,14,8,7,14,95070,4
1,14,8,7,15,94600,4
1,14,8,7,16,94857,4
1,14,8,7,17,94864,4
1,14,8,7,18,95028,4
1,14,8,7,19,95435,4
1,14,8,7,20,95615,4
1,14,8,7,21,96306,4
1,14,8,7,22,95111,4
1,14,8,7,23,96127,4
1,14,8,7,24,95591,4
1,14,8,7,25,95720,4
1,14,8,7,26,96122,4
1,14,8,7,27,95294,4
1,14,8,7,28,96077,4
1,14,8,7,29,96021,4
1,14,8,7,30,93301,4
1,14,8,7,31,93250,4
1,14,8,7,32,94356,4
1,14,8,7,33,92896,4
1,14,8,7,34,92997,4
1,14,8,7,35,93000,4
1,14,8,7,36,93082,4
1,14,8,7,37,93091,4
1,14,8,7,38,94031,4
1,14,8,7,39,94193,4
1,14,8,7,40,93270,4
1,14,8,7,41,93191,4
1,14,8,7,42,93876,4
1,14,8,7,43,93425,4
1,14,8,7,44,94053,4
1,14,8,7,45,93891,4
1,14,8,7,46,93102,4
1,14,8,7,47,94645,4
1,14,8,7,48,94815,4
1,14,8,7,49,93689,4
1,14,8,7,50,93847,4
1,14,8,7,51,94225,4
1,14,8,7,52,94297,4
1,14,8,7,53,94504,4
1,14,8,7,54,95212,4
1,14,8,7,55,94194,4
1,14,8,7,56,93940,4
1,14,8,7,57,93705,4
1,14,8,7,58,94070,4
1,14,8,7,59,94459,4
1,14,8,7,60,92472,4
1,15,8,7,1,95350,6
1,15,8,7,2,95871,6
1,15,8,7,3,95497,6
1,15,8,7,4,95886,6
1,15,8,7,5,95782,6
1,15,8,7,6,96535,6
1,15,8,7,7,95813,6
1,15,8,7,8,95970,6
1,15,8,7,9,96240,6
1,15,8,7,10,95791,6
1,15,8,7,11,95503,6
1,15,8,7,12,95629,6
1,15,8,7,13,95681,6
1,15,8,7,14,95497,6
1,15,8,7,15,96152,6
1,15,8,7,16,95746,6
1,15,8,7,17,96189,6
1,15,8,7,18,96068,6
1,15,8,7,19,96172,6
1,15,8,7,20,96506,6
1,15,8,7,21,96028,6
1,15,8,7,22,96641,6
1,15,8,7,23,97134,6
1,15,8,7,24,96595,6
1,15,8,7,25,96104,6
1,15,8,7,26,96232,6
1,15,8,7,27,96456,6
1,15,8,7,28,96338,6
1,15,8,7,29,96196,6
1,15,8,7,30,93918,6
1,15,8,7,31,93786,6
1,15,8,7,32,94030,6
1,15,8,7,33,94556,6
1,15,8,7,34,93922,6
1,15,8,7,35,93515,6
1,15,8,7,36,93940,6
1,15,8,7,37,94548,6
1,15,8,7,38,94551,6
1,15,8,7,39,94523,6
1,15,8,7,40,94024,6
1,15,8,7,41,94731,6
1,15,8,7,42,94887,6
1,15,8,7,43,94133,6
1,15,8,7,44,94495,6
1,15,8,7,45,95530,6
1,15,8,7,46,94256,6
1,15,8,7,47,93841,6
1,15,8,7,48,95369,6
1,15,8,7,49,95299,6
1,15,8,7,50,94583,6
1,15,8,7,51,94796,6
1,15,8,7,52,94311,6
1,15,8,7,53,94988,6
1,15,8,7,54,95552,6
1,15,8,7,55,94782,6
1,15,8,7,56,95510,6
1,15,8,7,57,95360,6
1,15,8,7,58,95462,6
1,15,8,7,59,95001,6
1,15,8,7,60,92236,6
1,16,8,7,1,91704,3
1,16,8,7,2,92095,3
1,16,8,7,3,91282,3
1,16,8,7,4,92662,3
1,16,8,7,5,92356,3
1,16,8,7,6,91892,3
1,16,8,7,7,91705,3
1,16,8,7,8,91771,3
1,16,8,7,9,92160,3
1,16,8,7,10,92066,3
1,16,8,7,11,92658,3
1,16,8,7,12,92106,3
1,16,8,7,13,92544,3
1,16,8,7,14,92344,3
1,16,8,7,15,92528,3
1,16,8,7,16,92343,3
1,16,8,7,17,92823,3
1,16,8,7,18,92876,3
1,16,8,7,19,92800,3
1,16,8,7,20,92915,3
1,16,8,7,21,92244,3
1,16,8,7,22,92876,3
1,16,8,7,23,93350,3
1,16,8,7,24,93046,3
1,16,8,7,25,92389,3
1,16,8,7,26,92888,3
1,16,8,7,27,93131,3
1,16,8,7,28,92654,3
1,16,8,7,29,92422,3
